Date,Horoscopes,Overview,Love,Dating,Work,Bonus
"July 2, 2021",Libra,"Direct your focus towards the close relationships in your world today, Libra. Yesterday’s skies may have ruffled feathers in this arena. The moon floats through your opposite sign of self-motivated Aries, calling your attention towards the expectations, projections, and needs associated with romantic partners. Smooth, healing conversations are critical on this front today, as the moon links up with expressive Mercury.
","Talk it out, and work it out, Libra. The moon continues to hover over your harmony-seeking seventh house of commitments, negotiations, and significant others—bringing your attention to your lover's emotional needs as well as the ""give and take"" (or lack thereof) in your connection. Moreover, the moon will face off with powerhouse Pluto via your cozy fourth house of home, family, innermost feelings, and emotional foundations. This, in turn, suggests a potential clash regarding the idea of stability. The good news is: Luna will be in harmony with Mercury, so keeping an open mind with one another is key.
","Here's the plan for the day: Sleep in, have breakfast, nap, have lunch, nap and then use all that extra energy for an ultra-sexy night on the town.","Libra, prioritize self-care versus burning yourself out. You may have been burning the candle at both ends and it’s important to preserve your energy for your career. The Cancer sun is forcing you to take a look at this in your tenth house of career. The best way forward is to take inventory of what you need to do. Where can you rest, rejuvenate while organizing your projects more realistically throughout the week?
 
 
",Spend your energy trying to schedule dates with friends -- you've been missed.
"July 3, 2021",Libra,"As a Libra, you naturally try to keep the peace wherever you go. That may be especially challenging today, as aggressive Mars locks into a square with erratic Uranus. This unsettling aspect can bring increased tempers and a heightened need for freedom in your intimate relationships. This aspect is likely to intensify social scenarios across the board, while primarily helping illuminate what needs further development in your partnership story.
","Everyone knows how much you loathe anything remotely negative. But in order to indulge in the harmonious love life you crave, you'll have to tame some of the murky stuff beforehand, Libra. That's where today's astro weather comes in, as the moon will slip into Taurus via your haunted eighth house of sex, intimate unions, romantic entanglements, and residual energies. This is bringing your attention to similar themes—especially those you've been sweeping beneath the rug. We all have skeletons in our closet, so no need to feel ashamed. Keep in mind, Luna's square to your planetary ruler, Venus, could trigger toxic thought patterns surrounding your ""image.” But it's all an illusion.
","You know that little voice in your head? Not the crazy one that tells you to spread peanut butter on your socks, but the one that reminds you of what's important? Pay attention to it now.","Dear Libra, there can be some tension in your professional life today. The Cancer sun is in your career sector and forming a challenging square aspect with wounded Chiron in Aries in your seventh house of work partnerships. This is bringing tension to your business partnerships, and also shining a light on what should shift. Where have you not been honoring your needs? Now is a time to do so. Choose wisely and remain professional. 
 
",Your perception is sharper than ever -- share your insight with those who need it.
"June 27, 2021",Libra,"Lessons of the heart have been up close and personal this year, Libra. You’ve been wrestling with some intense material around sexuality, romance, and the cultivation of creative self-expression. This story is touched upon today, as the heady Aquarius moon merges with responsible Saturn. Fortunately, the mood lightens up when Luna dances with playful Mercury. This aspect encourages adventure and educational efforts.
","Things are becoming crystal clear in your love life. But the clarity you're getting about a certain situation may or may not be a tough pill to swallow, Libra. And while you can never go wrong with the truth, you're likely feeling torn between the opportunity to work on things and the desire to break free from a relationship. On another note, Luna will be in harmony with the wounded healer, Chiron, via your committed seventh house of significant others—bringing forth the opportunity to work through some emotional wounds and past traumas in this area of your life. Perhaps both are somehow intertwined.
","There's something big and new and weird in everyone's life, but nobody is talking about it. That makes it your job to bring it up, so get chatty and make sure people start to acknowledge the obvious.","Dear Libra, the collective deserves to experience your talent! The universe is providing you with the permission to authentically be yourself. The Aquarius moon is encouraging you to change up your creativity and is forming an auspicious connection with Venus in Leo in your eleventh house of future visions. If you decide to launch new content online or send out important messages, this can have a positive impact. Use the lucky power of your ruling planet, Venus, today and express yourself in your work. Others will appreciate you. 
",Challenge your mind -- flex some intellectual muscle in a riveting conversation.
"June 28, 2021",Scorpio,"Your home life is all important today, Scorpio. Rather than rushing into the week ahead, aim to start slow and make sure you have a grounded emotional foundation. Spend some time connecting to family and straightening up your home environment to feel your best. Later, Luna dives into soothing Pisces, merging with big-hearted Jupiter. This aspect brings an uplifted energy to romance and creative outlets.
","Both luscious Venus and your traditional planetary ruler, Mars, are sizzling through your public tenth house of authority, superiors, and reputation in the world, and it's all eyes on you, Scorpio. Single or attached, this not only injects your energy with charm and red-hot passion, but also compliments the creative endeavors you have going on in your professional life. Given the undeniable flamboyance of this dynamic pairing, there's really no escaping the spotlight—whether it be in terms of potential prospects and admirers or the rest of the world. Meanwhile, today's moon will slip into your romantic fifth house of fame, love, and self-expression which, in turn, sets the tone.
","You feel irresistibly drawn to something new and exotic, maybe a cuisine, maybe a person, or maybe a new activity. You're feeling the urge to make a leap, and you've got the energy to get you there.","Dear Scorpion, your creativity is at a high right now and you can easily channel this positive energy into your work. The planet of beauty, Venus, in Leo and influencing your career sector. This could be in the form of a new creative launch or project that can help elevate and improve your career. The Aquarius moon is in your emotional world and forming an opposition with Venus. Sudden inspiration can strike, so feel confident in your ideas at this time. 
",Speed through the details and you'll miss something important. Read the small print!
"June 29, 2021",Scorpio,"Let yourself break into new terrain on the relationship front today, Scorpio. If you’ve been holding back on having an important conversation, especially one that involves active changes, look no further than Tuesday’s skies. The gentle Pisces moon links up with stagnation-breaking Uranus, bringing inspired insight to romantic connections. This energy also brings rich, innovative concepts to creative projects.
","Open your heart to the opportunities that are being presented to you, Scorpio. In the meantime, the moon continues to roam through your romantic fifth house of love, passion, pleasure, and self-expression, bringing emotional and intuitive clarity to themes surrounding your desires for affection, creative musings, and more importantly, your heart chakra. Luna will then sextile freedom-loving Uranus in your relationship sector, suggesting a potential epiphany and/or change of heart when it comes to a significant other, or vice versa. The challenge, however, stems from the moon's square to Mercury via your intimate eighth house of soul bonds. This is creating friction between the desire for instant gratification and your prior commitments.
","Your dreams are more compelling than ever right now, and it's the best possible time for you to pull yourself together and get moving in a new direction. Look for clues while you sleep!","Scorpion, new agreements or contracts surrounding a creative project can develop today. The Pisces moon is in your fifth house of creativity, forming a transformative connection with Mercury in Gemini in your eighth house of shared resources. Perhaps this is for investment in a work idea, or you could finally receive the financial reward from your creative efforts. This connection brings change, but it is one of expansion. Lucky Jupiter in Pisces retrograde is in your fifth house of self-expression. 
","It's a good day to get what you want, so don't be shy about asking for it."
"June 30, 2021",Scorpio,"Pleasure reigns supreme under Wednesday’s skies, Scorpio. Invest your energy into those things that bring you childlike joy, as the moon’s presence in soulful Pisces increases your appetite for fun. Luna’s union with visionary Neptune stirs up ripe inspiration to apply towards a creative passion project, but can also increase a hazy, sleepiness that encourages laziness. Later, Luna’s meet-up with Pluto invites healing conversations.
","Working hard or hardly working, Scorpio? Today's tricky opposition between your traditional ruler, Mars, via your ambitious career sector, and structured Saturn in your cozy fourth house of home, family, and emotional foundations, is challenging you to cultivate harmony between your personal, and professional life. In the meantime, today's moon will continue to activate your romantic fifth house of love and passion, and it will simultaneously join forces with Neptune in the process. The challenge? Not knowing how much is too much. This is especially true with the moon-Neptune's sextile to your modern ruler, Pluto, via your communication sector. You're daydreaming a lot and slacking on the job.
","Money is tight for everyone right now, and you shouldn't try to go for any extra just yet. Things should shake out for you soon, but acquiring more is fraught with peril for the time being.","Scorpion, this can feel like a healing moment for you in your professional life. Motivated Mars in Leo is in your career sector and forming a healing connection with Chiron in Aries in your sixth house of work. In the recent past, challenging connections with coworkers could have left you feeling deflated and unmotivated. Now, you are receiving a burst of creative fire energy needed to evolve from this professionally. Go you!
",Why are you holding back? You know what you want and how to get it. Go for it.
"July 1, 2021",Scorpio,"You may feel like you’ve run headfirst into a wall today, Scorpio. Your ruling planet, go-getter Mars, locks into an unsettling contact with Saturn. This contact can illuminate blockages around home and family matters, while also highlighting career concerns. Rather than panicking about things coming to a halt or plans becoming frustrated, aim to step back and re-evaluate how you can apply a more realistic approach to your situation.
","Getting physical, Scorpio? Today's moon in Aries will light up your health-conscious sixth house of daily rituals, due diligence, and acts of service, bringing your attention to themes surrounding your day-today as well as your wellbeing. Dinner with your partner or a well-deserved sweat sesh is a great idea. Luna's healing conjunction with Chiron could create stress around your routine, but not if you can help it. If anything, this energy is encouraging you to prioritize your to-dos, as opposed to procrastinating. On another note, the moon will trine both Mars and Venus via your public tenth house of visibility, so do what you must to look the part.
","Your boss is like an angry bear climbing a tree today, and you'll be the first pine cone to drop if you don't watch yourself. It might be stressful to keep quiet under this onslaught. Make plans with a date and leave work early. ","Scorpion, the Aries moon is in your sixth house of work and bringing major energy to your day. This energy can drive you to take the lead, strategize, and share your vision actively with colleagues. Be careful not to step on any toes, because the moon is forming a connection with the wounded healer, Chiron in Aries. Allow others to share their opinion, while helping to guide the way. That’s a great leader!
",Sometimes the big questions are too hard to answer. They're the ones worth posing.
"July 2, 2021",Scorpio,"You need time to shake off this week’s intensity, Scorpio. The universe encourages you to devote attention to your work/life balance in order to feel your best. The hyperactive Aries moon offers an outlet by investing your time into exercise and proper eating. If movement feels unappealing, direct your focus towards conquering errands and workloads instead. Luna’s link with Mercury offers room for soothing conversation in the intimacy department.
","You know what you want, but it's hard to see the logical side of things, Scorpio. Don't fret—it's not always going to make sense. This is especially true with today's challenging square between the moon in your logistical sixth house of details and due diligence, and your smoldering planetary ruler, Pluto, via your curious third house of problem solving. Going down the rabbit hole of thought will only get you so far… so, quit while you're ahead. Your traditional ruler, Mars, will also face off with Uranus in your relationship sector—so, try to avoid conflict at all costs. Things could definitely escalate. Tread lightly.
",When was the last time you played matchmaker? Think about setting up an old friend with a new acquaintance. No fair keeping all the good ones to yourself.,"Dear Scorpion, it’s time to put in the work! Perhaps a new product launch or work endeavor is releasing and it requires daily elbow grease. The Aries moon is in your sixth house of work, and forming a supportive aspect with Mars in Leo in your career sector. You deserve the accolades that you are receiving for all of your effort! Embrace this new role as a leader and the star of the show. 
 
",Challenging encounters with your boss will redefine your idea of egomania.
"July 3, 2021",Scorpio,"As a Scorpio, you seek cosmic guidance from your ruling planet, go-getter Mars. Saturday’s skies find Mars in a tense position, as it locks into a square with rebellious Uranus. This unsettling combination prompts you to seek freedom from stifling circumstances, but can also increase agitation—especially on the relationship front. It’s an ideal day to seek a physical outlet, as this intense energy can make you feel explosive!
","The world may or may not approve of your romantic partnerships, but you're not about to lose sleep over it, Scorpio. Although, in addition to the moon slipping into sensually driven Taurus, and your committed seventh house of agreements, negotiations, one-on-one connections, and significant others, it will also sextile Jupiter in your fifth house of love, passion, and pleasure. In other words… you're following your heart and there's nothing anyone can do to change that. Granted, Luna's square to Venus could create friction when regarding your ""reputation,"" but who are we kidding? It's 2021 and you're incredibly self-aware.
","You're feeling feisty, and you'll be entrusted with a secret. Those two can go together, believe it or not. You'll barely feel tempted to spill it, and you're strong enough to resist.","Scorpion, the need to change your working and professional relationships is strong today. The value-driven Taurus moon is in your collaboration sector and is forming a difficult aspect with aggressive Mars in Leo in your tenth house of professional matters. Together these aspects are driving you to look at what is misaligned for you creatively. Where have you been stifling your true creative expression in your work? Now's the time to advocate for your passion.
 
","While dishing secrets with friends, you detect some suspicious inconsistencies."
"June 27, 2021",Scorpio,"Let yourself hole up at home today, Scorpio. You’re in no mood for trivial matters or light and fluffy socialization today. The reflective Aquarius moon merges with wall-building Saturn, highlighting any sore spots concerning your living space or family connections. Later on, the mood perks up when the moon prances off with expressive Mercury. This aspect invites open conversations in the intimacy department. 
","In the midst of indulging in the plethora of charms bestowed to you by the goddess Venus herself—especially as she makes her debut via your public tenth house of prestige, legacy, and reputation—today's astro weather is encouraging you to go inward and reflect on a few things that are being brought to your attention. For instance, today's moon will face off with freedom-loving Uranus in your relationship sector, creating friction between the desire for emotional security and your need to break free from a relationship that's no longer aligning with you. Don't stress what you've known all along, Scorpio.
","You're feeling lucky, but this isn't a good time for gambling. You need to play it safe and wait for things to realign a little bit before you can feel good about taking any kind of risk.","Scorpio, a major career change can occur for you today. You are making moves towards improving your life path and the work that you do. The moon in Aquarius is forming an opposition with abundantly creative Venus in Leo in your tenth house of career. Your planetary ruler, Mars, is the planet of drive and is influencing this area of life in the sign of Leo. Harness your inner visionary today, Stinger. 
",Be careful in business today. Some risks you're considering aren't going to pay off.
"June 28, 2021",Sagittarius,"Send your attention to your mental health today, Sagittarius. Where can you slow down and find a better sense of equilibrium in that arena? Monday’s relaxed cosmic atmosphere makes an ideal day for journaling, conversing, and meditation—as the moon floats through reflective Aquarius. Later, the moon dives into feelingful Pisces and merges with your ruler, Jupiter. This helps unlock any pent-up feelings and bolsters family connections. 
","Got the hots for someone who's at a distance from you, Sagittarius? Audacious Mars—celestial ruler of your romantic fifth house of love, passion, and pleasure—is sitting alongside coquettish Venus in your sister-sign, Leo, via your expansive ninth house of adventure, long-distance journeys, and unknown territory, and the unchecked destinations on your bucket list are looking pretty enticing. The catch? Today's dreamy moon in Pisces will join forces with your planetary ruler, Jupiter, via your emotionally driven fourth house of home, family, and emotional foundations, so you may come across as shy and/or introverted. Get some rest and go within; the rest will follow.
","No matter what seems to be going on around you today, you need to take time with any project you're working on or person you're dealing with. Depth is way more important than breadth right now.","Sagittarius, this is a positive day for you to form new agreements, make new contracts, and have important meetings. The logical Aquarius moon is in your third house of communication, forming a positive trine connection with Mercury in Gemini in your agreement sector. Together, this energy is providing a clear channel for you to make the right step in your work. Use this as a window of opportunity and sign on the dotted lines!
",Keep yourself busy today -- boredom has made your mind hungry for stimulation.
"June 29, 2021",Sagittarius,"Reconnect with your roots today, Sagittarius. You’re always on the go and searching for the next adventure. Aim to be present today—especially as the sentimental Pisces moon pulls you into a reflective, past-oriented headspace. It’s an ideal day to focus on nurturing your home and family connections. Elsewhere, Luna’s electric connection with Uranus brings fresh insights to your work/life balance.
","Declutter your living space, Sagittarius. The more you tend to your garden, the more abundant it becomes, literally. And while the sun ignites your erotic eighth house of sex, shared resources, and soulmate connections, you're likely seeing the foundation of your relationships in a more intimate light during this time. Speaking of, it's the residual energies—whether it be an old photo of an ex or mixtape you made after a break-up—lingering in your living space that could potentially cause a “Tower moment,” so be mindful of the emotional frequencies surrounding you. Luna's square to Mercury could trigger an important conversation; keep an open mind.
","Try to show your people how you feel today. Though your energy is a little off-balance, you can still dazzle them with your sincerity. You might need to work on one of your serious relationships.","Archer, expect to feel a sense of relief today. It’s a good time to take a day off, seek a vacation, or just enjoy life. The planet Venus in Leo is in your ninth house of higher learning and wisdom, encouraging you to expand your horizons. If you have been working from home, or consistently in one place, this is a time that can influence you to seek a different environment. This switch-up can help spark your creativity—especially with Mars in Leo close by too. 
","Things aren't perfect now. Be flexible. If you give a little, you'll get a lot."
"June 30, 2021",Sagittarius,"Spend some time behind closed doors today, Sagittarius. Your energy levels are likely to be running low and your sensitivities run high, as the deep-feeling Pisces moon merges with escapism-hungry Neptune. This pairing makes it easy to get lost in a world of fantasy, especially around sentimental topics and family connections. Later, the moon’s link with Pluto offers healing energy around wounded feelings of self-worth.
","You're finally making it a point to prioritize your emotional stability, and it's definitely working in your favor, Sagittarius. Single or already attached, today's boundless moon-Neptune conjunction will touch down on your cozy fourth house of home, family, and emotional foundations—dissolving all boundaries that exist between the physical and emotional world. Keep in mind, this could also reflect on your family dynamic which, again, reminds you to hold your own and stay grounded. Luna's sextile to Pluto in your stability-seeking second house could be a blessing in disguise, as it empowers and motivates you to embrace your innermost feelings. Don't let your relationship be an exception.
","You're too happy to sit still today, so work or school might be a problem. Your great mood is pretty infectious, though, so you shouldn't have to worry too much about getting in trouble.","Dear Sagittarius, get ready for sudden shifts and changes in your day-to-day work life. The planet of action, Mars, is in Leo in your ninth house of higher wisdom, and forming a square with erratic Uranus in Taurus in your work sector. If you are traveling for work, or simply going about your day you may have some bumps in the road that can slow your progress. Let go of frustration and allow things to flow! Prepare and strategize. 
","Do whatever your mood dictates. Stay in, go out... listen to your body."
"July 1, 2021",Sagittarius,"Thursday’s skies can bring a variety of frustrations to a head, Sagittarius. Go-getter Mars locks eyes with wall-building Saturn today, bringing mental storm clouds to the forefront of your thinking. This unsettling contact can block forward movement with journeys, travel plans, and educational matters. Refrain from embarking on any major initiatives—especially those that require a clear head and charismatic communication.
","The more you open your heart, the more love you welcome in, Sagittarius. As you know, the moon governs your erotic eighth house of sex, intimate unions, and soulmate connections. But it's activating your romantic fifth house of love, passion, and pleasure today. More importantly, it's sitting close to the wounded healer, Chiron, which could, in turn, challenge you to confront past wounds or fears surrounding love. Scared of opening up to that special someone? Fortunately, the moon will also be in harmony with Mars—the ruler of your romantic fifth house of love—and coquettish Venus. So, the passion is inevitable.
","So many good things are happening for you today, it's hard to know where to focus your energies. Be generous with your winnings, and friends will run a marathon for you (and in uncomfortable shoes, too -- now, that's loyalty!).","Dear Archer, communication is key today due to a major planetary aspect. Action-planet Mars is in expressive Leo in your higher learning sector and forming an opposition with Saturn in Aquarius retrograde in your third house of communication. This can bring in solid communication surrounding a creative opportunity. This is a good time for making new decisions and forming new agreements with Mercury in Gemini moving forward in your seventh house of work relationships. Remember to look at the details. 
",You're going to be learning something new; what is anyone's guess. Have fun with it!
"July 2, 2021",Sagittarius,"Let yourself cultivate a good time today, Sagittarius. You’ve dealt with enough mental anguish this week, why continue to suffer? The moon’s presence in self-motivated Aries encourages you to devote energy to creative passion projects and romantic relations. Save productive action for another day. Luna’s sweet connection with expressive Mercury offers smooth conversations on the partnership front.
","Second-guessing the potential of a new love offer, Sagittarius? The moon continues to sizzle through your lusty fifth house of passion, romance, and self-expression—but it will simultaneously face off with smoldering Pluto via your stability-seeking second house of security, self-worth, and value systems. Whether it be your feelings of insecurity surrounding the connection or the uncertainty of its long-term value, you'll never really know until you give it a shot. Fortunately, Luna's sextile to curious Mercury in your relationship sector brings forth a significant amount of clarity—so, no need to dig deeper. Instead, why not give someone the benefit of the doubt?
","Your current craziness could butt heads with your crush's need for routine. A short, direct conversation will clear things up and let you have some fun.","Sagittarius, a new opportunity to collaborate with an innovative individual can come up today. Where have you limited yourself in your ideas? Now you can experience direct communication that can lead to a stable contractual agreement. Be sure to pay attention to the details. The Aries moon is motivating your fifth house of creativity and forming a positive aspect with Mercury in Gemini. Make sure you articulate your ideas but also be receptive to new ones. 
 
",You're in for an upgrade -- expect the royal treatment next time you travel.
"July 3, 2021",Sagittarius,"Sagittarius people crave freedom above all else. It’s important for you to honor that need today, as self-motivated Mars squares off with erratic Uranus. This intense pairing highlights any underlying stresses or frustrations between your current day job and your dream job. This aspect is likely to spark your need for space on the job front in a big way, so find a way to cultivate a fresh approach without totally burning bridges. 
","Get your ducks in a row, Sagittarius. In addition to the moon—ruler of your eighth house of sex, mergers, and soulmate connections—entering Taurus via your responsible sixth house of details, daily rituals, and due diligence, it will be in harmony with your planetary ruler, Jupiter. How can you shift the energy in your current relationship? Have either of you been lacking faith? If you're single and interested in that special someone, you might be presented with a whole new perspective—compliments of the cosmos, of course. Luna's square to Venus could trigger insecurity or feelings of uncertainty, but it's up to you to rise above it. 
","Some folks are going to be extra annoying, but don't try to run or hide away. The best way to deal with them right now is head on, showing them you can take whatever they dish out.","Prep for sudden changes in your work day today, Sagittarius. The Taurus moon is in your sixth house of work, and forming a difficult aspect with combative Mars in Leo in your beliefs sector. Where have you allowed others to stifle your creativity? This time can serve as a breakthrough, and encourage you to advocate for your strategies. Be aware of what roadblocks may lie ahead, and navigate them with patience. 
",They're working on your last nerve -- get some distance before they drive you crazy.
"June 27, 2021",Sagittarius,"Your mind might feel like a heavy place to be today, Sagittarius. Rather than sidestep the issues that are brewing, work to acknowledge what’s standing in your way. The future-oriented Aquarius moon merges with limiting Saturn, helping you address what blockages need dismantling. Thankfully, the mood shifts from heavy to playful later on, when Luna swirls with jovial Mercury. This brings uplifting relationship conversations into the mix.
","Conversations are flowing, but by that same token, you could be feeling hesitant about communicating some harsh truths in the process, Sagittarius. Single? You could be gaining a significant amount of clarity during this time which, in turn, allows you to look at your relationship or situationship with a different set of eyes. This is all thanks to today's moon-Saturn conjunction, as well as its trine to Mercury in your committed seventh house of one-on-one relationships. Venus will also make its sparkling debut in Leo via your adventurous ninth house of expansion, inviting you to explore your horizons in the process.
","Life is still crazy busy, but you like it that way, up to a point. Today, you love all the excess, but pretty soon (tomorrow, probably), you're going to be in serious need of some downtime.","Point your arrow high and shoot for the stars today, Archer. The opportunity to share your voice, art, or work project can develop today. The good news is that it can be well-received! The planet of ease, Venus is moving into the creative sign of Leo in your ninth house of broader messages where it will join Mars. You are feeling confident and proud of your work today, which will shine through to others.
","Seeking deeper meaning is frustrating at times, but it's the right thing to do."
"June 28, 2021",Capricorn,"You’re looking to get productive under Monday’s cosmic landscape, Capricorn. Yet, the logical Aquarius moon seems to lack contacts that help get things underway. Turn your focus towards small efforts and the maintenance of ongoing projects, rather than leaping into something entirely new. Later, Luna dives into poetic Pisces and merges with optimistic Jupiter, bringing mood-boosting conversations into your orbit.
","It takes two, Capricorn. Lady Venus joined Mars in Leo via your steamy eighth house of intimacy, shared resources, and soulmate connections yesterday, energizing and harmonizing everything from your sexual libido, to your joint ventures. Can you feel the sexual tension? It's not every day these divine counter-parts conjugate in the same sign—let alone via the most taboo-loving house in your birth chart. Keep in mind, the moon will also slip into Pisces via your curious communication sector and join forces with lucky Jupiter in the process. And since the moon governs your committed seventh house of agreements, negotiations, and significant others, today could be the day you decide to seal the deal.
","You're dreaming of making a move of some kind, maybe a new job, maybe a new love, or maybe a new city. Some moves are harder than others, but you might just be ready to go for it!","Dear Capricorn, luck can come your way around this time as benefic Venus in Leo is empowering your eighth house of other people’s money. This is a time where you could receive financial support for a creative idea or a client that can help provide stability. Use this as a time to invest in your business; you can receive the support necessary to build from the universe. This is also an extremely work-driven time for you as communication-planet Mercury in Gemini is in your work sector. 
",Being diplomatic isn't working -- cut the sugar coating and tell it like it is.
"June 29, 2021",Capricorn,"Send your focus towards your mental health today, Capricorn. What can you do to free up space? The deep-feeling Pisces moon encourages you to engage in meaningful conversations that help you get your story told. It’s an ideal day to focus on a writing project, confide in a close friend, or relax your mind through meditative practices. Luna’s stimulating connection with Uranus can deliver new insights on the romantic front.
","Remember to hold space for your lover's emotions, Capricorn. In addition to the sun energizing your committed seventh house of agreements, negotiations, and significant others, it will be in harmony with the moon in your curious third house of communication, thought process, and immediate surroundings. Ready to have that talk? Keep in mind, Luna will be making a sweet sextile to the freedom-loving Uranus in your romantic fifth house of love, passion, and pleasure. This is encouraging you to step outside of your comfort zone when it comes to love. And with both Mars and Venus dazzling your erotic eighth house of intimacy, there's no telling how far you'll actually go.
",Explore your social scene. Get out there and really mix it up a little! You could meet someone new or end up talking with someone who sets you on the new path you've been waiting for.,"Sudden shifts in a work project can feel jarring today, Capricorn. This could be surrounding the value or budget versus what investors or clients desire. Erratic Uranus in Taurus is in your fifth house of creativity, forming a challenging connection with driven Mars in Leo. Stick to your values and articulate your vision. Others may push back, but ultimately the moon in Pisces in your third house of communication is positively placed and in your favor. Think about if you were to make adjustments, what can you compromise on? Balance both needs.
 
",No one has ever seen things the way you do. Show people new possibilities.
"June 30, 2021",Capricorn,"Your mind is likely to be enraptured in a fantastical fog today, Capricorn. Be mindful of this when you try to think logically about things today, as the dreamy Pisces moon’s union with Neptune skews reality. It’s an ideal day for poetic pursuits and soulful conversations, but not so much when it comes to dealing with the hard and fast here and now. Later, Luna’s alignment with Pluto offers healing insights around your sense of independence. 
","The sun governs your sultry eighth house of intimacy, shared resources, and soulmate connections, and it's energizing and revitalizing your committed seventh house of agreements, negotiations, and significant others. How can you take things to the next level, Capricorn? Today's moon will join forces with dreamy Neptune via your curious third house of communication which, in turn, reminds you to dream a little dream, and trust in the power of divine timing. Although, on another note, it's easy to be overly compassionate, so be mindful of your boundaries. Luna will sextile Pluto in your sign, empowering you and transforming your perception of romance. Do you trust it?
","You're starting to get pretty upset over someone's constant demands for attention and time, and now might feel like the best time to tell them off. Things should clear up a little.","Capricorn, you can start to experience a movement in stagnancy in your day-to-day work life. Communication planet, Mercury, is in its home sign of Gemini and moving forward in your sixth house of work. If you have been putting your all into a creative project, delays you have been experiencing can start to dissipate. You are the master of structure, so implementing this to get through your priorities is a great way to navigate today’s energy. 
","Wanting to be somewhere else is understandable, but this is where you need to be."
"July 1, 2021",Capricorn,"Things are shaping up to be intense beneath Thursday’s cosmic landscape, Capricorn. Self-motivated Mars locks into a heated opposition with your ruling planet, structure-seeking Saturn. This uncomfortable contact can have you feeling at odds with intimate partners and may highlight stressful financial situations. So, try to refrain from making major purchases or pooling money with others. Be mindful of your physical body by avoiding risky activities. 
","You can't go wrong with the truth—so, be honest with yourself, Capricorn. Both Mars and Venus continue to dazzle through your sultry eighth house of sex, entanglements, mergers, and soulmate connections, energizing and harmonizing everything from your intimate unions to your spiritual investments, and you're ready to indulge in the intensity of your passions. Meanwhile, today's fiery moon in Aries will illuminate your cozy fourth house of home, family, and emotional foundations which, in turn, encourages you to get in touch with your innermost feelings. This is especially true as the moon will conjunct the wounded healer, Chiron, in the process. Your vulnerability is your superpower.
","You'll get that long-awaited recognition, but others who felt like they deserved it more won't be happy. Beware of anyone who offers their congrats a little too heartily -- they might not be as nice as they look.","Capricorn, don’t allow others to bulldoze over your great ideas today! Tap into the creative energy of Mars in Leo in your sixth house of work, forming an opposition with Saturn in Aquarius retrograde in your hidden sector. This is a time where what you develop can last for the long-term. Make notes, organize your thoughts, and create a strategy. Maybe even a creative brainstorm with your team is best. This is a great time to get their ideas flowing too. 
","Some days are easy as pie. Others are more complicated, like chocolate fondues."
"July 2, 2021",Capricorn,"Pull away from the world and retreat into a healing headspace today, Capricorn. The cosmic landscape has been fraught this week, and you deserve some time to heal and recuperate from any ruffled feathers. Luna’s presence in go-getter Aries encourages you to send any excess energy towards your home environment—think: decorating, renovations, or simply cleaning up. Luna’s meet-up with Mercury cultivates clarity on the work front.
","You're passionate about your special someone and you're ready to make your desires for affection known, Capricorn. Assertive Mars continues to sizzle through your sultry eighth house of erotica, sexual chemistry, energetic exchanges, and soul bonds. This is energizing you and turning up the heat between the sheets. On a more challenging note, today's harsh square between the moon and smoldering Pluto in your sign could trigger obsessions and/or power plays. Try to avoid omission and manipulative tactics at all costs. You know more than anyone that the best thing to be is correct. Follow your instincts but stay grounded.
","You've been working hard enough that you totally deserve a celebration. Toast yourself, and follow up with a seriously decadent dessert.","Busy is a misunderstatement for you at this time, Capricorn. You are integrating the changes and growth you’ve been experiencing in your work contracts and relationships. Perhaps you made a move, and are now getting acclimated to this new environment. The best way to handle this is to make a clear list of tasks, and the timeline for each. The planet of communication, Mercury in Gemini, is providing you with the clarity to do so in your sixth house of work. 
 
",Business issues will be a bump in the road today -- come up with a Plan B before you need one.
"July 3, 2021",Capricorn,"Relationship intensities are likely to emerge on the scene today, Capricorn. Lean into the shifting terrain emerging in the romance department, as hot-headed Mars locks into an explosive square with freedom-seeking Uranus. This uncomfortable aspect demands changes to be embraced around forming bonds and maintaining them. Rather than getting riled up, aim to be honest and clear the air.
","Fantasize and visualize the love story you desire, Capricorn. Who says you can't have it all? Amidst the moon (ruler of your committed seventh house of significant others) entering Taurus and your romantic fifth house of love, passion, and pleasure, it will form a sweet sextile to Jupiter via your curious third house of communication, thought process, and immediate surroundings. Your thoughts have more power than you know—so, take a second to reflect on what you've been attracting. Nevertheless, don't be afraid to indulge in your passions. Luna's square to Venus, however, creates friction between what feels secure vs. what fuels your ego. You decide. 
",It's a great time for getting the skinny on what an old friend's been up to (where have they disappeared to lately?). Just make sure you don't cross that fine line between sharing news and spreading gossip.,"Prep for intense work communication, Capricorn. The stubborn Taurus moon is holding firm in your third house of communication, and forming a challenging connection with driven Mars in Leo in your sixth house of work. There could be division over what is right creatively for an important work project. Be sure to communicate your values and what strategy will work best. Others may not be receptive, but you can try to compromise. 
 
",Finalize those travel plans today -- it's a great day for nailing down details.
